CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,OptionE,OptionF,Answer,RelatedTextbook,RelatedChapter
ANAT9140,Anatomy & Physiology I,AI,How many NADH molecules are produced per turn of the citric acid cycle?,1,2,3,4,,,C,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Which gas is released as a by‑product during the citric acid cycle?,Oxygen,Carbon dioxide,Nitrogen,Hydrogen,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,What drives ATP synthesis during oxidative phosphorylation?,Substrate-level phosphorylation,Diffusion of glucose,Proton gradient across the membrane,Electron flow through NADH,,,C,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Which enzyme complex synthesizes ATP during chemiosmosis?,ATPase,ATP synthase,NADH dehydrogenase,Cytochrome oxidase,,,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Which process allows glycolysis to continue in the absence of oxygen?,Oxidative phosphorylation,Citric acid cycle,Fermentation,Chemiosmosis,,,C,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,AI,Which high‑energy electron carriers donate electrons to the electron transport chain?,ATP and GTP,NADH and FADH2,Glucose and pyruvate,ADP and Pi,,,B,Biology 2e,7 - Cellular Respiration
BSCN9100,Intro to Nursing,T,In which setting was most patient care provided by student nurses up until 1940 in Canada?,Hospitals,Private-duty,Clinics,Schools,,,A,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which nurse was initially accepted to nursing school but was told she couldn’t attend after the school received a photo of her?,Charlotte Edith Anderson Monture,Mary Agnes Snively,Agnes Clinton,Donna Smith,,,D,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which organization advocated for ethical guidelines for Canadian nurses?,International Council of Nurses (ICN),Canadian Nurses Association (CNA),Canadian National Association of Trained Nurses (CNATN),Victorian Order of Nurses (VON),,,B,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which province requires a bachelor’s degree in nursing as an entry-to-practice requirement for registered nurses?,Alberta,New Brunswick,Nova Scotia,Prince Edward Island,Quebec,Saskatchewan,A|B|C|D|F,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,"After World War I, financial support from which organization served as a catalyst for the development of Canadian university programs in nursing?",Canadian Association of Schools of Nursing (CASN),Canadian Medical Association (CMA),Canadian National Association of Trained Nurses (CNATN),Canadian Red Cross (CRCS),,,D,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which innovation came about due to the renewed interest in nursing education following World War II?,An apprenticeship-type approach to training nurses became standard.,Courses in the arts and sciences were taught concurrently with nursing courses to enhance student development.,Senior-level nursing students were allowed to oversee junior nurses in home care environments.,Physicians began to identify instructional core concepts for hospital nurses.,University instructors supervised student clinical practice at health care agencies.,,B|E,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which expectation did Dr. Theophilus Mack have for student nurses when he established a nursing school at St. Catharines General and Marine Hospital in Ontario in 1874?,Be kind and respectful on all occasions.,Provide input to the treatment plan.,Accurately carry out the physician’s directions.,Record patient reactions to medications and treatments.,Attend to the needs of patients with gentleness and thoroughness.,"Observe patients for changes in temperature, skin condition, pulse, and respirations.",A|C|E|F,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which circumstance led the Canadian Red Cross Society (CRCS) to award grants to several Canadian universities to develop postgraduate courses in public health nursing?,Influenza pandemic of 1918,New patterns of health care delivery,World War I,Nurses being seen as central participants of health care,Promotion of community health care,,A|B|C|D|E,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which early professional practice reform was helped by the struggle for women’s rights?,Creation of laws to regulate the profession,Publication of a nursing code of ethics,Voluntary accreditation for schools of nursing,Adoption of admission criteria for nursing schools,,,A,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which suggested change to nursing education was recommended as the result of two nationwide nursing education studies conducted in the 1960s?,Revision of criteria for nursing school accreditation due to findings that indicated only 16% of schools met the current criteria,Expansion of hospital-based nursing programs in rural areas ,Creation of a two-tiered education system with baccalaureate-prepared leaders and diploma-prepared bedside nurses,Increased opportunity for clinical experience through use of more nursing students to staff hospitals,,,C,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which nursing education reform resulted in new nursing graduates being prepared at the baccalaureate level before entering professional practice?,"By the 1960s, the movement to separate nursing education programs from the authority of hospitals began in earnest.","In 1975, the Alberta Task Force on Nursing Education recommended that all new graduates be prepared at the baccalaureate level before entering professional practice.","In 1982, the Canadian Nurses Association (CNA) passed a resolution that nurses would need to earn a baccalaureate degree as an entry-to-practice requirement. ","By 1988, all provincial associations had declared their support for a baccalaureate degree as an entry-to-practice requirement.","Between 2000 and 2010, baccalaureate education as an entry-to-practice requirement was realized in every province and territory in Canada.",,A|B|C|D,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which innovative approach to nursing education do modern nursing programs commonly utilize?,Graduate degrees that are completely online,Use of artificial intelligence tools to write academic papers,Paid internship as an alternative to classroom-based credits,Use of robots instead of onsite instructors to supervise hospital clinical experiences,,,A,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which rationale provides the reason for studying the history of nursing?,History’s importance is reflected in accrediting organizations requirement to include the profession’s history.,History explains the present by recognizing that what happens today is not an accident.,History provides the basis for developing an informed and critical understanding of our society.,"Nursing history provides context, explains the present, and provides a way to look forward.",History has long been included in university-based nursing curriculum and fosters the continuing remembrance of nursing’s roots.,Historical amnesia is dangerous.,B|C|D|F,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,"Which prominent role, atypical for women at the time, did nuns who worked in Catholic hospitals in Quebec fill? ",Nutritionist,Housekeeper,Fundraiser,Apothecary,,,D,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,"Which statement describes Mary Seacole’s 1857 autobiography, ""Wonderful Adventures of Mrs. Seacole in Many Lands""?","Slow to gain popularity, it never advanced to a second printing.",Newspapers refused to promote her story during a time when travel memoirs about the Crimean war were popular.,It was one of the first travel memoirs written by a Black woman.,It gave the author as much recognition for her contributions as Florence Nightingale received.,,,C,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which discrepancy in Indian hospitals was evident between the 1890s and 1945?,Church-run hospitals were partially but unevenly funded through the Department of Indian Affairs.,Improvement of hospital care in Church-run facilities was hampered by inter-church competition and emphasis of conversion of Indians to Christianity.,Little effort was expended to care for elderly Indigenous peoples due to a mandated emphasis on care of younger patients.,State-run hospitals were typically located in rural areas and were staffed by inexperienced local Indigenous peoples.,The Department of Indian Affairs had an erratic approach to Indian health needs and cobbled together a mix of Church-run and state-run medical services.,,A|B|E,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which goal was a strategic aim of the Indian Health Service (HIS)?,"Assimilate Indigenous peoples into mainstream, non-Indigenous societies.",“Correct” the traditional medical and health practices of Indigenous peoples.,Improve infant mortality rates.,Provide complete health service for Indigenous peoples to raise the standard of health.,Reduce the threat of tuberculosis.,,A|B|D|E,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,"Which change provided an opportunity for unmarried, intelligent women to express their religion as a missionary nurse?",Advances in transportation,Britain’s colonization of Africa,Establishment of professional nursing education,Growth of Christianity in Asian countries ,Women’s suffrage movement,,A|C|E,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which health-related intervention did Indigenous people provide to each other before European settlers colonized the land that is now Canada?,Instruction about healthy eating,Use of plants to relieve symptoms and treat ailments,Treatment of the ill and injured,Assistance with childbirth,Care of the dying,,B|C|D|E,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which belief about nursing was expressed by Florence Nightingale?,A good nurse was a woman who was well trained and had “the highest class of character.”,A hospital-based nursing school was to be overseen by a trained superintendent and have trained staff members who acted as instructors.,"Nurses had to possess the virtues of purity, honesty, truthfulness, trustworthiness, cheerfulness, and quietness.",Nurses were expected to be “submissive” to physicians and obey their directions.,The nurse’s role was to put the patients in the best position for nature to act upon them.,,A|B|C|D|E,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which health care–related decision by the federal government was most consequential for Indigenous people?,Indian Health Services (IHS) insisted that northern Indigenous patients with tuberculosis receive treatment in the south.,Indigenous peoples received a health care service that was separate from the one available to the non-Indigenous population.,Indigenous populations in the southern parts of Canada were served by federally funded Indian hospitals while northern locations were served entirely by mission hospitals.,Many of the government hospitals for Indigenous people lacked basic facilities such as adequate laundries or kitchens.,,,A,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,Which explanation best describes why is it important for nurses to know about the history of colonialism in Canada and its negative impact on Indigenous health and health care experiences?,Supports nurses to accept health care disparities among Indigenous peoples,Prepares nurses to answer questions about health inequities among Indigenous peoples,Helps nurses to anticipate and develop a trauma-informed approach to health inequities,Allows nurses to understand why Indigenous peoples often overutilize modern health care services,,,C,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
BSCN9100,Intro to Nursing,T,"Which historical reality was a primary factor leading to the 1970 formation of the Registered Nurses of Canadian Indian Ancestry (RNCIA), now called the Canadian Indigenous Nurses Association (CINA)?",Indian hospitals were run by Christian churches who discouraged traditional Indigenous healing practices. ,Indigenous northern tuberculosis patients had to receive treatment in southern hospitals.,Unethical research was being carried out on Indigenous children.,Indian Health Services employed very few Indigenous nurses.,,,D,Canadian Fundamentals of Nursing (7th Ed.),3 - The Development of Nursing in Canada
